timestamp,src_ip,dst_ip,src_port,dst_port,flags,label
1679604837.4027324,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679604837.4077294,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679604838.3381631,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679604838.3471606,31.13.84.51,192.168.0.41,443,52602,A,normal
1679604838.354197,40.99.150.34,192.168.0.41,443,53197,A,normal
1679604838.588476,40.99.150.34,192.168.0.41,443,53197,PA,normal
1679604839.3352768,40.99.150.34,192.168.0.41,443,53197,A,normal
1679604839.4280438,40.99.150.34,192.168.0.41,443,53197,A,normal
1679604839.4320436,40.99.150.34,192.168.0.41,443,53197,A,normal
1679604839.4360807,40.99.150.34,192.168.0.41,443,53197,PA,normal
1679604841.331932,20.199.120.151,192.168.0.41,443,63459,PA,normal
1679604841.340357,20.199.120.151,192.168.0.41,443,63459,PA,normal
1679604841.3483958,20.199.120.151,192.168.0.41,443,63459,A,normal
1679604842.333982,140.82.114.25,192.168.0.41,443,52750,PA,normal
1679604842.4185412,140.82.114.25,192.168.0.41,443,52750,PA,normal
1679604843.3308275,140.82.114.25,192.168.0.41,443,52750,PA,normal
1679604843.3408315,140.82.114.25,192.168.0.41,443,52750,A,normal
1679604843.3478284,140.82.114.25,192.168.0.41,443,52750,A,normal
1679604843.3520076,20.199.120.182,192.168.0.41,443,61557,PA,normal
1679604843.3558187,140.82.114.25,192.168.0.41,443,52750,A,normal
1679604844.3320758,20.199.120.182,192.168.0.41,443,61557,PA,normal
1679604845.35055,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679604845.356534,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679604846.333754,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679604846.3437445,31.13.84.8,192.168.0.41,443,62951,A,normal
1679604852.351514,137.135.225.146,192.168.0.41,443,63042,PA,normal
1679604852.7645085,137.135.225.146,192.168.0.41,443,63042,PA,normal
1679604852.7675085,137.135.225.146,192.168.0.41,443,63042,A,normal
1679604855.36694,80.80.160.9,192.168.0.41,53,53213,SA,malicious
1679604855.3712733,80.80.160.9,192.168.0.41,53,53214,SA,malicious
1679604856.3453295,80.80.160.9,192.168.0.41,53,53213,FA,normal
1679604856.3603387,65.9.25.126,192.168.0.41,443,53215,SA,malicious
1679604856.3693662,65.9.25.126,192.168.0.41,443,53216,SA,malicious
1679604856.3733122,80.80.160.9,192.168.0.41,53,53213,FA,normal
1679604856.3773124,80.80.160.9,192.168.0.41,53,53213,FA,normal
1679604857.3289335,65.9.25.126,192.168.0.41,443,53216,A,normal
1679604857.3409755,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.3469365,65.9.25.126,192.168.0.41,443,53216,A,normal
1679604857.3529458,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.3568974,65.9.25.126,192.168.0.41,443,53216,A,normal
1679604857.3672407,65.9.25.126,192.168.0.41,443,53216,PA,normal
1679604857.4113438,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.4142945,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.4172983,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.4192977,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.4216843,65.9.25.126,192.168.0.41,443,53216,A,normal
1679604857.4243305,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.5083678,65.9.25.126,192.168.0.41,443,53216,A,normal
1679604857.513368,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.5173638,65.9.25.126,192.168.0.41,443,53216,PA,normal
1679604857.520363,65.9.25.126,192.168.0.41,443,53216,FA,normal
1679604857.5233634,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.5274055,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.5314038,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.5343685,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.5384037,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.5413675,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.5443723,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.5546956,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.557656,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.5606925,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.563693,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.5656922,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.5686922,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.570693,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.5736923,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.5759456,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.577932,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.580014,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.582693,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.6086917,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.6116934,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.6139207,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.6167164,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.6197264,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.621689,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.6240146,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.6267228,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.6287436,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.630688,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.6326897,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.635694,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.6396916,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.6436894,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.7916386,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.800684,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604857.8066251,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.8116276,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.8156633,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.8186615,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.822621,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.8256586,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604857.8279142,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604858.3501546,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604858.384885,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604858.3897507,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679604861.4662805,31.13.84.8,192.168.0.41,443,62951,A,normal
1679604861.4702787,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679604862.339871,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679604862.3498673,31.13.84.8,192.168.0.41,443,62951,A,normal
1679604865.3515942,31.13.84.51,192.168.0.41,443,52602,A,normal
1679604865.3605871,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679604866.3362348,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679604866.359382,31.13.84.51,192.168.0.41,443,52602,A,normal
1679604871.3347907,52.159.49.199,192.168.0.41,443,63255,PA,normal
1679604871.3438044,52.159.49.199,192.168.0.41,443,63255,PA,normal
1679604871.5211396,52.159.49.199,192.168.0.41,443,63255,A,normal
1679604871.7476568,52.159.49.199,192.168.0.41,443,63255,A,normal
1679604877.0731137,31.13.84.8,192.168.0.41,443,62951,A,normal
1679604877.11312,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679604880.787438,52.159.49.199,192.168.0.41,443,52039,A,normal
1679604881.2308476,20.50.80.210,192.168.0.41,443,53172,A,normal
1679604887.6643603,31.13.84.51,192.168.0.41,443,52602,A,normal
1679604887.6681767,31.13.84.51,192.168.0.41,443,52602,A,normal
1679604887.6716294,31.13.84.51,192.168.0.41,443,52602,A,normal
1679604887.674207,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679604888.0540185,20.199.120.182,192.168.0.41,443,61557,PA,normal
1679604888.470697,140.82.114.25,192.168.0.41,443,52750,A,normal
1679604893.08382,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679604893.0992398,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679604901.622994,140.82.114.25,192.168.0.41,443,52750,PA,normal
1679604901.7480772,140.82.114.25,192.168.0.41,443,52750,A,normal
1679604903.3751242,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604907.2253184,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679604907.4262195,137.135.225.146,192.168.0.41,443,63042,PA,normal
1679604913.276266,20.50.80.210,192.168.0.41,443,53172,RA,malicious
1679604915.0349982,52.159.49.199,192.168.0.41,443,52039,A,normal
1679604915.045978,52.159.49.199,192.168.0.41,443,52039,A,normal
1679604915.0862403,52.159.49.199,192.168.0.41,443,52039,PA,normal
1679604916.9240272,52.159.49.199,192.168.0.41,443,63255,A,normal
1679604922.0870798,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679604933.0608573,20.199.120.182,192.168.0.41,443,61557,PA,normal
1679604938.1261754,31.13.84.8,192.168.0.41,443,62951,A,normal
1679604946.8934891,140.82.114.25,192.168.0.41,443,52750,A,normal
1679604948.4140124,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604950.0781603,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679604955.8955274,52.159.49.199,192.168.0.41,443,63255,PA,normal
1679604955.941516,80.80.160.9,192.168.0.41,53,53268,SA,malicious
1679604955.9445515,80.80.160.8,192.168.0.41,53,53269,SA,malicious
1679604955.946836,80.80.160.8,192.168.0.41,53,53270,SA,malicious
1679604955.9495382,80.80.160.8,192.168.0.41,53,53271,SA,malicious
1679604955.9606247,31.13.84.8,192.168.0.41,443,62951,A,normal
1679604955.9626517,31.13.84.8,192.168.0.41,443,62951,A,normal
1679604955.965019,31.13.84.8,192.168.0.41,443,62951,A,normal
1679604955.967658,31.13.84.8,192.168.0.41,443,62951,A,normal
1679604955.9696229,31.13.84.8,192.168.0.41,443,62951,A,normal
1679604955.9716258,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679604956.0832114,80.80.160.9,192.168.0.41,53,53268,A,normal
1679604956.0891647,80.80.160.9,192.168.0.41,53,53268,A,normal
1679604956.0941975,80.80.160.8,192.168.0.41,53,53269,A,normal
1679604956.109798,80.80.160.9,192.168.0.41,53,53268,PA,normal
1679604956.1137774,80.80.160.8,192.168.0.41,53,53270,A,normal
1679604956.1177917,80.80.160.8,192.168.0.41,53,53269,A,normal
1679604956.121128,80.80.160.8,192.168.0.41,53,53271,A,normal
1679604956.123845,80.80.160.8,192.168.0.41,53,53270,A,normal
1679604956.1268282,80.80.160.8,192.168.0.41,53,53271,A,normal
1679604956.1298254,80.80.160.8,192.168.0.41,53,53270,PA,normal
1679604956.1338222,80.80.160.8,192.168.0.41,53,53269,PA,normal
1679604956.1378243,80.80.160.8,192.168.0.41,53,53271,PA,normal
1679604956.140789,80.80.160.8,192.168.0.41,53,53269,FA,normal
1679604956.1438208,80.80.160.8,192.168.0.41,53,53269,FA,normal
1679604956.3436322,80.80.160.8,192.168.0.41,53,53271,FA,normal
1679604957.2678633,80.80.160.9,192.168.0.41,53,53268,FA,normal
1679604957.2758522,52.159.49.199,192.168.0.41,443,63255,A,normal
1679604957.3418465,52.159.49.199,192.168.0.41,443,63255,A,normal
1679604958.153508,52.159.49.199,192.168.0.41,443,52039,A,normal
1679604958.1585085,52.159.49.199,192.168.0.41,443,52039,A,normal
1679604958.1625128,52.159.49.199,192.168.0.41,443,52039,PA,normal
1679604958.1665454,52.159.49.199,192.168.0.41,443,63255,A,normal
1679604958.1705453,52.159.49.199,192.168.0.41,443,52039,A,normal
1679604958.173655,52.159.49.199,192.168.0.41,443,52039,PA,normal
1679604958.1790245,52.159.49.199,192.168.0.41,443,52039,A,normal
1679604958.1855426,52.159.49.199,192.168.0.41,443,52039,PA,normal
1679604959.3309216,80.80.160.9,192.168.0.41,53,53267,SA,malicious
1679604962.3336833,140.82.114.25,192.168.0.41,443,52750,PA,normal
1679604962.3436847,140.82.114.25,192.168.0.41,443,52750,PA,normal
1679604963.1246262,52.159.49.199,192.168.0.41,443,63255,A,normal
1679604963.3351138,140.82.114.25,192.168.0.41,443,52750,PA,normal
1679604963.3391168,140.82.114.25,192.168.0.41,443,52750,A,normal
1679604963.3420808,140.82.114.25,192.168.0.41,443,52750,A,normal
1679604963.3450985,137.135.225.146,192.168.0.41,443,63042,PA,normal
1679604963.3480773,140.82.114.25,192.168.0.41,443,52750,A,normal
1679604963.3512847,137.135.225.146,192.168.0.41,443,63042,PA,normal
1679604963.3540769,137.135.225.146,192.168.0.41,443,63042,A,normal
1679604963.3562262,140.82.114.25,192.168.0.41,443,52750,A,normal
1679604963.3591366,137.135.225.146,192.168.0.41,443,63042,A,normal
1679604963.362103,137.135.225.146,192.168.0.41,443,63042,PA,normal
1679604971.0917072,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679604971.1017337,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679604978.0861428,20.199.120.182,192.168.0.41,443,61557,PA,normal
1679604993.4572477,65.9.25.126,192.168.0.41,443,53215,A,normal
1679604994.2794428,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679605001.0893793,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679605003.3182878,52.159.49.199,192.168.0.41,443,52039,A,normal
1679605003.52745,52.159.49.199,192.168.0.41,443,63255,A,normal
1679605008.25344,140.82.114.25,192.168.0.41,443,52750,A,normal
1679605010.092443,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679605018.212315,137.135.225.146,192.168.0.41,443,63042,PA,normal
1679605019.1002073,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679605024.185808,140.82.114.25,192.168.0.41,443,52750,PA,normal
1679605024.379141,20.199.120.182,192.168.0.41,443,61557,PA,normal
1679605024.3871408,20.199.120.182,192.168.0.41,443,61557,A,normal
1679605024.3931556,20.199.120.182,192.168.0.41,443,61557,A,normal
1679605024.3981328,20.199.120.182,192.168.0.41,443,61557,A,normal
1679605024.4031334,140.82.114.25,192.168.0.41,443,52750,A,normal
1679605026.3791332,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679605026.3820992,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679605027.341506,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679605027.66231,31.13.84.8,192.168.0.41,443,62951,A,normal
1679605035.0805883,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679605038.4292667,31.13.84.8,192.168.0.41,443,53320,SA,malicious
1679605038.4635081,31.13.84.8,192.168.0.41,443,53320,A,normal
1679605038.4713163,31.13.84.8,192.168.0.41,443,53320,A,normal
1679605038.4763627,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605038.5014174,31.13.84.8,192.168.0.41,443,53320,A,normal
1679605038.5260584,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605038.5300772,65.9.25.126,192.168.0.41,443,53215,A,normal
1679605038.5330772,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605038.602181,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605038.663119,31.13.84.8,192.168.0.41,443,53320,A,normal
1679605038.6892138,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605038.6921742,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605038.7223713,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605038.724465,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605038.727329,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605038.731016,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605038.8387167,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605038.8468132,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605038.944666,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605039.0026655,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605039.9642909,52.159.49.199,192.168.0.41,443,63255,PA,normal
1679605040.1567662,52.159.49.199,192.168.0.41,443,63255,A,normal
1679605040.196152,52.159.49.199,192.168.0.41,443,63255,A,normal
1679605042.0583587,31.13.84.8,192.168.0.41,443,62951,A,normal
1679605042.083444,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679605048.4961584,52.159.49.199,192.168.0.41,443,52039,A,normal
1679605050.4923203,31.13.84.8,192.168.0.41,443,62951,PA,normal
1679605050.50132,31.13.84.8,192.168.0.41,443,62951,FA,normal
1679605050.5223494,31.13.84.8,192.168.0.41,443,62951,A,normal
1679605052.390968,31.13.84.8,192.168.0.41,443,53328,SA,malicious
1679605052.4267166,31.13.84.8,192.168.0.41,443,53328,A,normal
1679605052.4297209,31.13.84.8,192.168.0.41,443,53328,PA,normal
1679605052.461792,31.13.84.8,192.168.0.41,443,53328,A,normal
1679605052.463974,31.13.84.8,192.168.0.41,443,53328,PA,normal
1679605052.4897244,31.13.84.8,192.168.0.41,443,53328,PA,normal
1679605052.535919,31.13.84.8,192.168.0.41,443,53331,SA,malicious
1679605052.5579228,31.13.84.8,192.168.0.41,443,53328,PA,normal
1679605052.5739172,31.13.84.8,192.168.0.41,443,53331,A,normal
1679605052.577915,31.13.84.8,192.168.0.41,443,53331,A,normal
1679605052.582915,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605052.6099133,31.13.84.8,192.168.0.41,443,53331,A,normal
1679605052.6341038,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605052.6370652,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605052.713759,31.13.84.8,192.168.0.41,443,53331,A,normal
1679605052.8165238,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605054.0902529,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605054.6551545,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605060.3123002,31.13.84.51,192.168.0.41,443,52602,A,normal
1679605060.317271,31.13.84.51,192.168.0.41,443,52602,A,normal
1679605060.3400557,31.13.84.51,192.168.0.41,443,52602,A,normal
1679605060.344008,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679605060.4440715,52.159.49.199,192.168.0.41,443,52039,A,normal
1679605060.4541202,52.159.49.199,192.168.0.41,443,52039,A,normal
1679605060.6345818,52.159.49.199,192.168.0.41,443,52039,PA,normal
1679605068.0522954,31.13.84.8,192.168.0.41,443,53331,A,normal
1679605068.0653217,20.199.120.182,192.168.0.41,443,61557,PA,normal
1679605068.0762408,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605068.0821214,31.13.84.8,192.168.0.41,443,53328,PA,normal
1679605069.4809537,140.82.114.25,192.168.0.41,443,52750,A,normal
1679605070.0801709,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605073.4098377,137.135.225.146,192.168.0.41,443,63042,PA,normal
1679605081.64858,140.82.114.25,192.168.0.41,443,52750,PA,normal
1679605081.7761822,140.82.114.25,192.168.0.41,443,52750,A,normal
1679605083.5380597,65.9.25.126,192.168.0.41,443,53215,A,normal
1679605084.085615,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605084.0996454,31.13.84.8,192.168.0.41,443,53328,PA,normal
1679605085.0878017,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679605085.3784246,52.159.49.199,192.168.0.41,443,63255,A,normal
1679605086.0878797,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605088.4590223,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605088.8176372,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605097.3707044,65.9.25.126,192.168.0.41,443,53215,PA,normal
1679605097.7113554,65.9.25.126,192.168.0.41,443,53215,FA,normal
1679605100.0864713,31.13.84.8,192.168.0.41,443,53328,PA,normal
1679605100.1345532,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605100.385111,65.9.25.126,192.168.0.41,443,53215,A,normal
1679605102.0812113,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605103.087092,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679605105.8085403,52.159.49.199,192.168.0.41,443,52039,A,normal
1679605113.0743637,20.199.120.182,192.168.0.41,443,61557,PA,normal
1679605117.5382574,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605123.918918,52.159.49.199,192.168.0.41,443,63255,PA,normal
1679605124.1063397,52.159.49.199,192.168.0.41,443,63255,A,normal
1679605124.1602767,52.159.49.199,192.168.0.41,443,63255,A,normal
1679605128.578064,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605128.634938,137.135.225.146,192.168.0.41,443,63042,PA,normal
1679605128.69959,140.82.114.25,192.168.0.41,443,52750,A,normal
1679605133.0863886,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679605133.1278305,31.13.84.8,192.168.0.41,443,53328,PA,normal
1679605133.1348255,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605133.1388228,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605140.3848743,20.199.120.151,192.168.0.41,443,63459,PA,normal
1679605141.624417,140.82.114.25,192.168.0.41,443,52750,PA,normal
1679605141.6964827,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605141.7519796,140.82.114.25,192.168.0.41,443,52750,A,normal
1679605143.5337155,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605144.3855596,52.159.49.199,192.168.0.41,443,52039,A,normal
1679605144.5668347,52.159.49.199,192.168.0.41,443,52039,PA,normal
1679605149.0913815,31.13.84.8,192.168.0.41,443,53328,PA,normal
1679605149.1356003,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605149.1446388,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605151.0581603,20.42.65.88,192.168.0.41,443,53393,SA,malicious
1679605151.1826968,20.42.65.88,192.168.0.41,443,53393,A,normal
1679605151.1936245,20.42.65.88,192.168.0.41,443,53393,A,normal
1679605151.2024999,20.42.65.88,192.168.0.41,443,53393,A,normal
1679605151.208313,20.42.65.88,192.168.0.41,443,53393,A,normal
1679605151.2122688,20.42.65.88,192.168.0.41,443,53393,PA,normal
1679605151.3274353,20.42.65.88,192.168.0.41,443,53393,PA,normal
1679605151.457096,20.42.65.88,192.168.0.41,443,53393,A,normal
1679605151.4670959,20.42.65.88,192.168.0.41,443,53393,PA,normal
1679605151.8323047,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605152.0917077,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679605154.3072293,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605158.0758915,20.199.120.182,192.168.0.41,443,61557,PA,normal
1679605169.3377013,52.159.49.199,192.168.0.41,443,63255,A,normal
1679605181.0874467,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679605183.706547,137.135.225.146,192.168.0.41,443,63042,PA,normal
1679605186.8859866,140.82.114.25,192.168.0.41,443,52750,A,normal
1679605187.1857429,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605189.7394521,52.159.49.199,192.168.0.41,443,52039,A,normal
1679605193.0848353,31.13.84.8,192.168.0.41,443,53328,PA,normal
1679605193.0958304,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605193.1311593,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605196.5934799,20.42.65.88,192.168.0.41,443,53393,A,normal
1679605201.6219122,140.82.114.25,192.168.0.41,443,52750,PA,normal
1679605201.7478304,140.82.114.25,192.168.0.41,443,52750,A,normal
1679605202.0858724,31.13.84.51,192.168.0.41,443,52602,PA,normal
1679605203.0908942,20.199.120.182,192.168.0.41,443,61557,PA,normal
1679605204.1974142,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605207.2819993,23.38.54.30,192.168.0.41,443,53423,SA,malicious
1679605207.3289988,23.38.54.30,192.168.0.41,443,53423,A,normal
1679605207.3619993,23.38.54.30,192.168.0.41,443,53423,A,normal
1679605207.3791106,23.38.54.30,192.168.0.41,443,53423,PA,normal
1679605207.3931992,23.38.54.30,192.168.0.41,443,53423,PA,normal
1679605207.408,23.38.54.30,192.168.0.41,443,53423,A,normal
1679605207.4189994,23.38.54.30,192.168.0.41,443,53423,PA,normal
1679605207.4640052,23.38.54.30,192.168.0.41,443,53423,A,normal
1679605207.4800813,23.38.54.30,192.168.0.41,443,53423,PA,normal
1679605207.496,23.38.54.30,192.168.0.41,443,53423,A,normal
1679605207.8530006,23.38.54.30,192.168.0.41,443,53423,PA,normal
1679605207.8609989,23.38.54.30,192.168.0.41,443,53423,PA,normal
1679605207.866001,23.38.54.30,192.168.0.41,443,53423,FA,normal
1679605207.8719995,52.159.49.199,192.168.0.41,443,63255,PA,normal
1679605208.0310378,52.159.49.199,192.168.0.41,443,63255,A,normal
1679605208.0830648,52.159.49.199,192.168.0.41,443,63255,A,normal
1679605209.0883253,31.13.84.8,192.168.0.41,443,53328,PA,normal
1679605209.0913856,31.13.84.8,192.168.0.41,443,53331,PA,normal
1679605209.1393268,31.13.84.8,192.168.0.41,443,53320,PA,normal
1679605210.2295444,13.107.5.88,192.168.0.41,443,53428,SA,malicious
1679605210.2740512,13.107.5.88,192.168.0.41,443,53428,A,normal
1679605210.279009,13.107.5.88,192.168.0.41,443,53428,A,normal
1679605210.284024,13.107.5.88,192.168.0.41,443,53428,A,normal
1679605210.2880087,13.107.5.88,192.168.0.41,443,53428,PA,normal
1679605210.3260064,13.107.5.88,192.168.0.41,443,53428,A,normal
1679605210.3300114,13.107.5.88,192.168.0.41,443,53428,PA,normal
1679605210.3860068,13.107.5.88,192.168.0.41,443,53428,A,normal
1679605210.4120104,13.107.5.88,192.168.0.41,443,53428,PA,normal
1679605210.4160078,13.107.5.88,192.168.0.41,443,53428,PA,normal
1679605212.0800507,13.85.16.224,192.168.0.41,443,53430,SA,malicious
1679605212.2381248,13.85.16.224,192.168.0.41,443,53430,A,normal
1679605212.2421203,13.85.16.224,192.168.0.41,443,53430,A,normal
1679605212.2451203,13.85.16.224,192.168.0.41,443,53430,PA,normal
1679605212.3971226,13.85.16.224,192.168.0.41,443,53430,PA,normal
1679605212.556836,13.85.16.224,192.168.0.41,443,53430,PA,normal
1679605212.9721649,13.85.16.224,192.168.0.41,443,53430,A,normal
1679605212.9762008,13.85.16.224,192.168.0.41,443,53430,A,normal
1679605212.985589,13.85.16.224,192.168.0.41,443,53430,PA,normal
1679605212.9885511,13.85.16.224,192.168.0.41,443,53430,A,normal
1679605212.991553,13.85.16.224,192.168.0.41,443,53430,A,normal
1679605212.9946096,13.85.16.224,192.168.0.41,443,53430,A,normal
1679605212.997584,13.85.16.224,192.168.0.41,443,53430,A,normal
1679605213.1034238,13.85.16.224,192.168.0.41,443,53430,PA,normal
1679605213.1064236,13.85.16.224,192.168.0.41,443,53430,PA,normal
1679605213.1404219,13.85.16.224,192.168.0.41,443,53430,A,normal
1679605218.4427524,52.182.141.63,192.168.0.41,443,53438,SA,malicious
1679605218.4467633,52.182.141.63,192.168.0.41,443,53437,SA,malicious
1679605218.6034188,52.182.141.63,192.168.0.41,443,53438,A,normal
1679605218.6064117,52.182.141.63,192.168.0.41,443,53438,A,normal
1679605218.6104157,52.182.141.63,192.168.0.41,443,53438,A,normal
1679605218.613413,52.182.141.63,192.168.0.41,443,53438,PA,normal
1679605218.6164114,52.182.141.63,192.168.0.41,443,53437,A,normal
1679605218.6214278,52.182.141.63,192.168.0.41,443,53437,A,normal
1679605218.6244152,52.182.141.63,192.168.0.41,443,53437,PA,normal
1679605218.7671776,52.182.141.63,192.168.0.41,443,53438,PA,normal
